"Year","matmort","neomort","under5mort","infantmort","ISO"
2013,82,9.895657548,19.70590556,15.7733798,NA
2014,79,9.367035226,18.77191938,15.00172021,NA
2015,77,8.898620158,17.87619197,14.30805376,NA
2016,75,8.498150237,17.057941,13.64528578,NA
2017,73,8.113768796,16.33448573,13.05515936,NA
2018,NA,7.740154977,15.63312279,12.47276454,NA
2019,NA,7.377933505,15.02301557,11.99486019,NA
2000,326,36.48669404,78.86303352,57.75459926,NA
2001,315,35.3969298,75.69655255,55.68720298,NA
2002,304,34.29059676,72.57654667,53.65313589,NA
2003,292,33.21844339,69.62739861,51.75645537,NA
2004,280,32.18496355,67.24715204,50.03635684,NA
2005,264,31.23743756,64.01128447,48.06140234,NA
2006,250,30.27516232,61.31288491,46.29688543,NA
2007,236,29.36373208,58.65882832,44.54735104,NA
2008,224,28.50826388,56.43563674,42.96834484,NA
2009,213,27.60369161,53.35900097,41.03555068,NA
2010,202,26.68056052,51.32032584,39.54141204,NA
2011,191,25.78679233,48.39942738,37.78822996,NA
2012,182,24.92738202,46.28189711,36.31557687,NA
2013,174,24.07954151,44.22642571,34.88359753,NA
2014,166,23.26707421,42.29333022,33.56873239,NA
2015,159,22.53353803,40.44694854,32.23468653,NA
2016,152,21.81847942,38.734838,31.05078314,NA
2017,147,21.10948157,36.99263051,29.84934219,NA
2018,NA,20.44127972,35.44290577,28.73565959,NA
2019,NA,19.66854435,34.045433,27.68605044,NA
2000,114,20.1,39.4,31.3,NA
2001,111,19.1,37.3,29.6,NA
2002,108,18.1,35.1,27.9,NA
2003,105,17,33,26.3,NA
2004,104,16,31.9,25,NA
2005,100,15,29.1,23.2,NA
2006,97,14.1,27.4,21.8,NA
2007,94,13.2,25.8,20.6,NA
2008,93,12.5,25.4,19.8,NA
2009,89,11.7,23,18.4,NA
2010,86,11.1,21.8,17.5,NA
2011,83,10.5,20.7,16.6,NA
2012,80,9.9,19.7,15.7,NA
2013,78,9.4,18.7,15,NA
2014,75,8.9,17.8,14.3,NA
2015,73,8.5,17,13.6,NA
2016,71,8.1,16.3,13,NA
2017,69,7.7,15.6,12.4,NA
2018,NA,7.4,14.9,11.9,NA
2019,NA,7.1,14.3,11.5,NA
2000,45,16.90193447,35.92609411,29.66154646,NA
2001,43,16.08901168,33.61145104,27.90783362,NA
2002,42,15.17713919,31.29883762,26.12291157,NA
2003,40,14.29844365,29.13894691,24.4269964,NA
2004,38,13.53358929,27.07914163,22.815656,NA
2005,36,12.79147533,25.21311598,21.32131615,NA
2006,33,12.10684442,23.5190167,19.96548654,NA
2007,31,11.38430405,21.95128699,18.73682768,NA
2008,29,10.61397629,20.57151048,17.60067164,NA
2009,27,9.963380317,19.35709156,16.56050392,NA
2010,26,9.421742687,18.25941589,15.6579693,NA
2011,24,8.93022626,17.28646693,14.83866011,NA
2012,23,8.446715024,16.39474394,14.1119825,NA
2013,22,8.006534654,15.53401281,13.38463092,NA
2014,21,7.568546364,14.72480112,12.69359038,NA
2015,20,7.14205898,13.94597205,11.9906252,NA
2016,20,6.734705111,13.17427398,11.39509884,NA
2017,19,6.44286134,12.50652343,10.7691165,NA
2018,NA,6.116432284,11.89695796,10.28174227,NA
2019,NA,5.851039162,11.34407786,9.798575221,NA
2000,27,10.2,21.2,17.5,NA
2001,26,9.8,19.9,16.5,NA
2002,25,9.3,18.7,15.6,NA
2003,24,8.8,17.5,14.7,NA
2004,23,8.4,16.4,13.8,NA
2005,22,8,15.4,13,NA
2006,21,7.6,14.5,12.3,NA
2007,20,7.2,13.7,11.6,NA
2008,19,6.8,13,11,NA
2009,18,6.4,12.3,10.5,NA
2010,17,6.2,11.7,10,NA
2011,16,5.9,11.2,9.6,NA
2012,15,5.7,10.8,9.2,NA
2013,15,5.4,10.3,8.8,NA
2014,14,5.2,9.9,8.4,NA
2015,14,5,9.4,8.1,NA
2016,13,4.8,9,7.7,NA
2017,13,4.6,8.6,7.4,NA
2018,NA,4.4,8.3,7.1,NA
2019,NA,4.2,7.9,6.8,NA
2000,122,14.1,29.5,24.7,"ECU"
2001,117,13.4,28,23.4,"ECU"
2002,110,12.7,26.6,22.4,"ECU"
2003,100,12.1,25.4,21.5,"ECU"
2004,94,11.6,24.4,20.7,"ECU"
2005,94,11.1,23.5,19.9,"ECU"
2006,90,10.6,22.6,19.2,"ECU"
2007,85,10.2,21.7,18.5,"ECU"
2008,82,9.7,20.8,17.7,"ECU"
2009,80,9.3,19.9,17,"ECU"
2010,78,8.9,19,16.3,"ECU"
2011,76,8.5,18.1,15.6,"ECU"
2012,71,8.1,17.3,14.9,"ECU"
2013,67,7.8,16.6,14.3,"ECU"
2014,65,7.5,15.9,13.7,"ECU"
2015,63,7.3,15.4,13.2,"ECU"
2016,61,7.1,14.8,12.8,"ECU"
2017,59,6.9,14.4,12.4,"ECU"
2018,NA,6.9,13.9,12,"ECU"
2019,NA,6.8,13.4,11.6,"ECU"
2000,64,22.4,46.6,37.1,"EGY"
2001,63,21.7,43.9,35.2,"EGY"
2002,60,21,41.5,33.5,"EGY"
2003,57,20.3,39.4,32,"EGY"
2004,54,19.7,37.5,30.6,"EGY"
2005,52,19,35.7,29.3,"EGY"
2006,50,18.2,34.2,28.2,"EGY"
2007,47,17.5,32.7,27.1,"EGY"
2008,45,16.7,31.3,26,"EGY"
2009,45,16,29.9,25,"EGY"
2010,45,15.2,28.7,24,"EGY"
2011,42,14.6,27.5,23.1,"EGY"
2012,42,13.9,26.3,22.2,"EGY"
2013,40,13.4,25.3,21.3,"EGY"
2014,39,12.8,24.3,20.5,"EGY"
2015,39,12.3,23.3,19.8,"EGY"
2016,38,11.9,22.5,19.1,"EGY"
2017,37,11.5,21.7,18.5,"EGY"
2018,NA,11.1,20.9,17.8,"EGY"
2019,NA,10.7,20.1,17.2,"EGY"
2000,8,3.152059247,5.801598771,4.696466531,NA
2001,7,3.008281521,5.595208826,4.516125961,NA
2002,7,2.955245655,5.374208298,4.340624687,NA
2003,7,2.844436145,5.177697785,4.193157965,NA
2004,7,2.736419126,5.017875049,4.004423378,NA
2005,7,2.637881109,4.814012671,3.869427271,NA
2006,6,2.575700773,4.649138011,3.77414197,NA
2007,6,2.489068151,4.521799796,3.652889576,NA
2008,6,2.440014156,4.405105282,3.552001682,NA
2009,6,2.411067096,4.298837622,3.43715676,NA
2010,6,2.330703398,4.168126408,3.380913801,NA
2011,6,2.320738262,4.093434035,3.310764644,NA
2012,6,2.30044028,3.991256585,3.260382246,NA
2013,6,2.26545563,3.942226621,3.190569679,NA
2014,5,2.285227329,3.901165475,3.164692289,NA
2015,5,2.251269283,3.859778452,3.163566443,NA
2016,5,2.271070292,3.834500342,3.145748634,NA
2017,5,2.273152801,3.829540151,3.148052166,NA
2018,NA,2.247932994,3.789841401,3.122405327,NA
2019,NA,2.236532944,3.724084963,3.09880315,NA
2000,1280,27,85.2,56.1,"ERI"
2001,1180,26.5,81.1,53.8,"ERI"
2002,1130,26.1,77.3,51.6,"ERI"
2003,1060,25.6,73.8,49.6,"ERI"
2004,938,25.2,70.5,47.8,"ERI"
2005,804,24.7,67.5,46.1,"ERI"
2006,705,24.2,64.6,44.5,"ERI"
2007,635,23.7,61.9,43,"ERI"
2008,605,23.2,59.4,41.5,"ERI"
2009,583,22.6,57.1,40.2,"ERI"
2010,567,22.1,55.1,39,"ERI"
2011,558,21.5,53.1,37.9,"ERI"
2012,549,21.1,51.2,36.8,"ERI"
2013,540,20.6,49.5,35.8,"ERI"
2014,530,20.2,47.9,34.9,"ERI"
2015,518,19.7,46.3,34,"ERI"
2016,498,19.3,44.8,33.1,"ERI"
2017,480,18.9,43.3,32.2,"ERI"
2018,NA,18.5,41.9,31.3,"ERI"
2019,NA,18.1,40.6,30.5,"ERI"
2000,5,2.8,5.4,4.4,"ESP"
2001,5,2.7,5.3,4.3,"ESP"
2002,5,2.7,5.1,4.2,"ESP"
2003,5,2.6,5,4.1,"ESP"
2004,5,2.5,4.9,3.9,"ESP"
2005,5,2.4,4.7,3.8,"ESP"
2006,4,2.3,4.5,3.7,"ESP"
2007,4,2.2,4.4,3.6,"ESP"
2008,4,2.2,4.2,3.4,"ESP"
2009,4,2.1,4,3.3,"ESP"
2010,4,2.1,3.8,3.1,"ESP"
2011,4,2.1,3.7,3,"ESP"
2012,4,2.1,3.6,2.9,"ESP"
2013,4,2,3.5,2.8,"ESP"
2014,4,2,3.4,2.8,"ESP"
2015,4,1.9,3.3,2.7,"ESP"
2016,4,1.9,3.3,2.7,"ESP"
2017,4,1.9,3.3,2.7,"ESP"
2018,NA,1.8,3.3,2.7,"ESP"
2019,NA,1.8,3.3,2.7,"ESP"
2000,29,5.3,10.9,8.7,"EST"
2001,27,4.8,10.1,8,"EST"
2002,25,4.4,9.3,7.3,"EST"
2003,20,4,8.5,6.7,"EST"
2004,18,3.7,7.8,6.2,"EST"
2005,18,3.4,7.2,5.7,"EST"
2006,16,3.1,6.6,5.2,"EST"
2007,17,2.8,6,4.7,"EST"
2008,14,2.5,5.5,4.3,"EST"
2009,14,2.3,5,4,"EST"
2010,11,2.1,4.6,3.6,"EST"
2011,13,1.9,4.2,3.3,"EST"
2012,12,1.7,3.9,3,"EST"
2013,10,1.6,3.6,2.8,"EST"
2014,11,1.5,3.3,2.6,"EST"
2015,10,1.4,3.1,2.4,"EST"
2016,11,1.3,2.8,2.2,"EST"
2017,9,1.2,2.6,2.1,"EST"
2018,NA,1.1,2.4,1.9,"EST"
2019,NA,1,2.3,1.8,"EST"
2000,1030,48.6,140.7,87.2,"ETH"
2001,988,47.8,134.6,83.8,"ETH"
2002,985,46.8,128.3,80.3,"ETH"
2003,972,45.8,121.8,76.7,"ETH"
2004,929,44.8,115.3,73.1,"ETH"
2005,865,43.7,108.9,69.5,"ETH"
2006,795,42.6,102.8,66.1,"ETH"
2007,731,41.4,97,62.8,"ETH"
2008,681,40.2,91.6,59.8,"ETH"
2009,638,39.1,86.7,57,"ETH"
2010,597,37.9,82,54.3,"ETH"
2011,558,36.7,77.7,51.9,"ETH"
2012,527,35.5,73.5,49.5,"ETH"
2013,498,34.3,69.6,47.3,"ETH"
2014,472,33.1,65.9,45.2,"ETH"
2015,446,31.9,62.4,43.2,"ETH"
2016,422,30.7,59,41.3,"ETH"
2017,401,29.7,55.9,39.5,"ETH"
2018,NA,28.7,53.2,38,"ETH"
2019,NA,27.8,50.8,36.6,"ETH"
2000,10,3.877706176,7.140496279,5.884239013,NA
2001,10,3.677050656,6.83937709,5.625409603,NA
2002,9,3.576805734,6.574752141,5.412376897,NA
2003,9,3.446579879,6.356706645,5.241291206,NA
2004,8,3.308757906,6.14406417,5.027960113,NA
2005,8,3.170580312,5.877724441,4.827376575,NA
2006,8,3.050396714,5.61901912,4.645088753,NA
2007,7,2.917450548,5.397930342,4.453884624,NA
2008,7,2.820194334,5.198994395,4.273168131,NA
2009,7,2.74930801,5.01249353,4.102428626,NA
2010,7,2.639593426,4.832654426,3.972907609,NA
2011,7,2.595277219,4.698793109,3.857706011,NA
2012,6,2.550054249,4.543439823,3.760763229,NA
2013,6,2.498191064,4.439953839,3.646518493,NA
2014,6,2.483005354,4.341409145,3.567113205,NA
2015,6,2.422211207,4.255040535,3.512366861,NA
2016,6,2.406155251,4.165583071,3.448654216,NA
2017,6,2.378243797,4.110763789,3.404109399,NA
2018,NA,2.341501292,4.031466588,3.340164338,NA
2019,NA,2.316744282,3.943376296,3.287070258,NA
2000,840,40.48758006,138.5042357,85.88232882,NA
2001,822,39.69128497,134.3396047,83.60793601,NA
2002,809,38.84924764,130.0387841,81.29765864,NA
2003,792,38.04575573,125.7110177,78.95899503,NA
2004,764,37.23107722,121.3666822,76.63154789,NA
2005,730,36.44262884,117.1427705,74.37944927,NA
2006,702,35.68937333,113.0606893,72.18440296,NA
2007,676,34.95893366,109.0644662,70.00219712,NA
2008,657,34.29211062,106.4947574,68.48415946,NA
2009,639,33.61292425,101.8301981,66.20908369,NA
2010,623,33.0177549,99.94993007,64.9876737,NA
2011,609,32.43397185,95.79884657,62.98138961,NA
2012,597,31.92861185,93.34158058,61.60627795,NA
2013,585,31.46546148,90.96704524,60.3523165,NA
2014,576,30.98365543,88.73551393,59.136379,NA
2015,561,30.59514557,86.5315534,57.96462793,NA
2016,552,30.13219254,84.43634055,56.86639653,NA
2017,542,29.67919697,82.030252,55.54172896,NA
2018,NA,29.16015349,79.89866916,54.36763158,NA
2019,NA,28.67147982,77.75262979,53.13138866,NA
2000,6,2.5,4.3,3.5,"FIN"
2001,5,2.4,4.2,3.4,"FIN"
2002,5,2.3,4.1,3.3,"FIN"
2003,5,2.2,4,3.3,"FIN"
2004,5,2.1,3.9,3.2,"FIN"
2005,5,2.1,3.7,3.1,"FIN"
2006,4,2,3.6,3,"FIN"
2007,4,1.9,3.5,2.8,"FIN"
2008,4,1.8,3.3,2.7,"FIN"
2009,4,1.8,3.2,2.6,"FIN"
2010,4,1.7,3,2.5,"FIN"
2011,4,1.6,2.9,2.4,"FIN"
2012,4,1.5,2.8,2.3,"FIN"
2013,4,1.4,2.7,2.2,"FIN"
2014,3,1.4,2.6,2.1,"FIN"
2015,3,1.4,2.5,2,"FIN"
2016,3,1.4,2.4,2,"FIN"
2017,3,1.4,2.4,2,"FIN"
2018,NA,1.4,2.4,1.9,"FIN"
2019,NA,1.4,2.3,1.9,"FIN"
2000,51,10.1,22.4,19.1,"FJI"
2001,49,10.2,22.3,19,"FJI"
2002,48,10.5,22.4,19,"FJI"
2003,48,11,22.5,19.2,"FJI"
2004,47,11.4,22.8,19.4,"FJI"
2005,46,11.6,23.1,19.7,"FJI"
2006,44,11.5,23.4,19.9,"FJI"
2007,43,11,23.7,20.1,"FJI"
2008,42,10.3,23.8,20.2,"FJI"
2009,40,9.7,23.7,20.1,"FJI"
2010,39,9.3,23.6,20,"FJI"
2011,38,9,23.6,20,"FJI"
2012,38,9,23.5,20,"FJI"
2013,37,9.1,23.7,20.1,"FJI"
2014,36,9.4,23.9,20.3,"FJI"
2015,35,9.8,24.4,20.6,"FJI"
2016,34,10.2,24.9,21.1,"FJI"
2017,34,10.6,25.5,21.5,"FJI"
2018,NA,11,26.2,22.1,"FJI"
2019,NA,11.4,26.9,22.6,"FJI"
2000,10,2.8,5.4,4.1,"FRA"
2001,10,2.7,5.3,3.9,"FRA"
2002,10,2.7,5.1,3.7,"FRA"
2003,9,2.6,4.9,3.6,"FRA"
2004,9,2.5,4.8,3.4,"FRA"
2005,9,2.4,4.6,3.3,"FRA"
2006,9,2.4,4.5,3.3,"FRA"
2007,9,2.4,4.4,3.2,"FRA"
2008,9,2.4,4.4,3.2,"FRA"
2009,9,2.4,4.3,3.1,"FRA"
2010,9,2.3,4.2,3.1,"FRA"
2011,9,2.3,4.2,3.1,"FRA"
2012,9,2.3,4.1,3.1,"FRA"
2013,9,2.3,4.1,3.1,"FRA"
2014,8,2.4,4.1,3.1,"FRA"
2015,8,2.4,4.2,3.2,"FRA"
2016,8,2.5,4.2,3.2,"FRA"
2017,8,2.6,4.3,3.3,"FRA"
2018,NA,2.6,4.3,3.4,"FRA"
2019,NA,2.6,4.3,3.4,"FRA"
2000,NA,NA,NA,NA,"FRO"
2001,NA,NA,NA,NA,"FRO"
2002,NA,NA,NA,NA,"FRO"
2003,NA,NA,NA,NA,"FRO"
2004,NA,NA,NA,NA,"FRO"
2005,NA,NA,NA,NA,"FRO"
2006,NA,NA,NA,NA,"FRO"
2007,NA,NA,NA,NA,"FRO"
2008,NA,NA,NA,NA,"FRO"
2009,NA,NA,NA,NA,"FRO"
2010,NA,NA,NA,NA,"FRO"
2011,NA,NA,NA,NA,"FRO"
2012,NA,NA,NA,NA,"FRO"
2013,NA,NA,NA,NA,"FRO"
2014,NA,NA,NA,NA,"FRO"
2015,NA,NA,NA,NA,"FRO"
2016,NA,NA,NA,NA,"FRO"
2017,NA,NA,NA,NA,"FRO"
2018,NA,NA,NA,NA,"FRO"
2019,NA,NA,NA,NA,"FRO"
2000,154,20,37.8,30.8,"FSM"
2001,150,19.6,36.7,30,"FSM"
2002,163,19.2,35.9,29.4,"FSM"
2003,141,18.8,35.2,29,"FSM"
2004,137,18.6,34.8,28.7,"FSM"
2005,133,18.5,34.7,28.6,"FSM"
2006,128,18.4,34.6,28.5,"FSM"
2007,123,18.3,34.5,28.4,"FSM"
2008,118,18.2,34.2,28.2,"FSM"
2009,114,17.9,33.7,27.8,"FSM"
2010,110,17.5,33.1,27.4,"FSM"
2011,106,17.1,32.3,26.8,"FSM"
2012,103,16.7,31.6,26.2,"FSM"
2013,99,16.2,30.7,25.6,"FSM"
2014,96,15.6,29.9,24.9,"FSM"
2015,95,15.2,28.9,24.2,"FSM"
2016,90,14.7,28,23.5,"FSM"
2017,88,14.2,27,22.7,"FSM"
2018,NA,13.7,26.2,22.1,"FSM"
2019,NA,13.3,25.4,21.5,"FSM"
2000,380,26.9,82.9,53.3,"GAB"
2001,370,26.6,81.4,52.3,"GAB"
2002,361,26.3,79.6,51.2,"GAB"
2003,356,26,77.8,50.2,"GAB"
2004,354,25.7,75.8,49,"GAB"
2005,348,25.4,73.6,47.7,"GAB"
2006,340,25.1,71.6,46.6,"GAB"
2007,336,24.8,69.2,45.2,"GAB"
2008,332,24.5,66.7,43.9,"GAB"
2009,324,24.2,64.2,42.9,"GAB"
2010,314,23.8,61.7,41.6,"GAB"
2011,304,23.5,59.3,40.4,"GAB"
2012,292,23.1,57.1,39.1,"GAB"
2013,277,22.7,54.9,37.9,"GAB"
2014,267,22.2,52.8,37.2,"GAB"
2015,261,21.8,50.3,36.1,"GAB"
2016,256,21.3,47.4,34.6,"GAB"
2017,252,20.9,45.5,33.7,"GAB"
2018,NA,20.5,44.1,32.5,"GAB"
2019,NA,20.1,43,31.5,"GAB"
2000,10,3.8,6.5,5.6,"GBR"
2001,11,3.7,6.4,5.5,"GBR"
2002,11,3.6,6.3,5.4,"GBR"
2003,11,3.6,6.2,5.3,"GBR"
2004,11,3.5,6.1,5.2,"GBR"
2005,11,3.5,6,5.1,"GBR"
2006,11,3.4,5.9,5,"GBR"
2007,11,3.3,5.8,4.9,"GBR"
2008,11,3.2,5.6,4.8,"GBR"
2009,10,3.1,5.4,4.6,"GBR"
2010,10,3,5.2,4.4,"GBR"
2011,9,3,5,4.3,"GBR"
2012,8,2.9,4.8,4.1,"GBR"
2013,8,2.8,4.7,4,"GBR"
2014,8,2.7,4.5,3.9,"GBR"
2015,8,2.7,4.5,3.8,"GBR"
2016,7,2.7,4.4,3.8,"GBR"
2017,7,2.8,4.4,3.8,"GBR"
2018,NA,2.8,4.3,3.7,"GBR"
2019,NA,2.8,4.3,3.7,"GBR"
2000,31,22.8,36.6,31.9,"GEO"
2001,33,21.7,34.1,29.9,"GEO"
2002,42,20.3,31.5,27.7,"GEO"
2003,37,18.9,28.8,25.5,"GEO"
2004,38,17.4,26.2,23.2,"GEO"
2005,39,15.9,23.6,21,"GEO"
2006,33,14.5,21.3,19,"GEO"
2007,36,13.2,19.1,17.1,"GEO"
2008,39,12,17.2,15.4,"GEO"
2009,43,11,15.6,13.9,"GEO"
2010,32,10.1,14.2,12.7,"GEO"
2011,32,9.3,13,11.6,"GEO"
2012,30,8.6,12.1,10.8,"GEO"
2013,30,8,11.4,10.2,"GEO"
2014,29,7.3,10.9,9.7,"GEO"
2015,27,6.7,10.5,9.4,"GEO"
2016,26,6.2,10.2,9.1,"GEO"
2017,25,5.8,9.9,8.8,"GEO"
2018,NA,5.4,9.7,8.7,"GEO"
2019,NA,5.2,9.5,8.4,"GEO"
2000,484,35.8,99.7,64.3,"GHA"
2001,445,34.9,95.7,62.1,"GHA"
2002,415,34.2,91.9,59.9,"GHA"
2003,398,33.5,88.5,58,"GHA"
2004,384,33,85.6,56.4,"GHA"
2005,371,32.6,83,54.9,"GHA"
2006,359,32.2,80.6,53.5,"GHA"
2007,349,31.7,78,52.1,"GHA"
2008,342,31.2,75.3,50.5,"GHA"
2009,339,30.5,72.3,48.8,"GHA"
2010,339,29.8,69.1,47,"GHA"
2011,339,29,65.9,45.2,"GHA"
2012,336,28.2,62.7,43.4,"GHA"
2013,331,27.5,59.8,41.8,"GHA"
2014,325,26.8,57.1,40.2,"GHA"
2015,320,26,54.6,38.8,"GHA"
2016,314,25.4,52.2,37.4,"GHA"
2017,308,24.7,50.1,36.2,"GHA"
2018,NA,24.1,48.1,35,"GHA"
2019,NA,23.5,46.4,34,"GHA"
2000,NA,NA,NA,NA,"GIB"
2001,NA,NA,NA,NA,"GIB"
2002,NA,NA,NA,NA,"GIB"
2003,NA,NA,NA,NA,"GIB"
2004,NA,NA,NA,NA,"GIB"
2005,NA,NA,NA,NA,"GIB"
2006,NA,NA,NA,NA,"GIB"
2007,NA,NA,NA,NA,"GIB"
2008,NA,NA,NA,NA,"GIB"
2009,NA,NA,NA,NA,"GIB"
2010,NA,NA,NA,NA,"GIB"
2011,NA,NA,NA,NA,"GIB"
2012,NA,NA,NA,NA,"GIB"
2013,NA,NA,NA,NA,"GIB"
2014,NA,NA,NA,NA,"GIB"
2015,NA,NA,NA,NA,"GIB"
2016,NA,NA,NA,NA,"GIB"
2017,NA,NA,NA,NA,"GIB"
2018,NA,NA,NA,NA,"GIB"
2019,NA,NA,NA,NA,"GIB"
2000,1020,45.5,164.2,99.9,"GIN"
2001,1070,43.4,157.4,96.2,"GIN"
2002,1090,41.9,150.9,92.7,"GIN"
2003,1080,40.7,144.9,89.5,"GIN"
2004,1020,39.6,139.5,86.5,"GIN"
2005,920,38.5,134.7,83.9,"GIN"
2006,831,37.4,130.4,81.5,"GIN"
2007,772,36.5,126.6,79.4,"GIN"
2008,754,35.8,123.3,77.6,"GIN"
2009,750,35.3,120.3,75.9,"GIN"
2010,747,34.7,117.7,74.4,"GIN"
2011,748,34.2,115.3,73.1,"GIN"
2012,744,33.6,113,71.8,"GIN"
2013,731,33,110.7,70.5,"GIN"
2014,767,32.4,109.2,69.5,"GIN"
2015,699,31.9,107.3,68.4,"GIN"
2016,621,31.4,104.6,67.1,"GIN"
2017,576,31.1,102.6,66,"GIN"
2018,NA,30.7,100.4,64.7,"GIN"
2019,NA,30.3,98,63.4,"GIN"
2000,932,40.6,113.4,61.6,"GMB"
2001,905,39.8,108.7,59.8,"GMB"
2002,876,39.1,104.2,58.1,"GMB"
2003,843,38.4,99.8,56.4,"GMB"
2004,802,37.7,95.6,54.7,"GMB"
2005,756,37,91.5,53.1,"GMB"
2006,716,36.3,87.6,51.5,"GMB"
2007,690,35.5,83.8,50,"GMB"
2008,675,34.7,80.3,48.6,"GMB"
2009,668,33.9,76.8,47.1,"GMB"
2010,661,33.1,73.6,45.8,"GMB"
2011,656,32.4,70.6,44.5,"GMB"
2012,650,31.7,67.7,43.2,"GMB"
2013,644,30.9,65,42,"GMB"
2014,637,30.1,62.4,40.9,"GMB"
2015,625,29.4,59.8,39.7,"GMB"
2016,611,28.5,57.4,38.6,"GMB"
2017,597,27.8,55.1,37.5,"GMB"
2018,NA,27.1,53.1,36.5,"GMB"
2019,NA,26.4,51.2,35.6,"GMB"
2000,1210,55.3,173.8,105,"GNB"
2001,1180,54.2,168.4,102.1,"GNB"
2002,1150,53.3,162.8,99.1,"GNB"
2003,1110,52.5,156.8,95.9,"GNB"
2004,1050,51.7,150.7,92.6,"GNB"
2005,979,50.9,144.5,89.2,"GNB"
2006,912,49.8,138.3,85.9,"GNB"
2007,860,48.7,132.2,82.5,"GNB"
2008,827,47.5,126.1,79.1,"GNB"
2009,800,46.2,120.2,75.9,"GNB"
2010,779,44.8,114.5,72.6,"GNB"
2011,762,43.6,109.1,69.6,"GNB"
2012,744,42.3,104.2,66.8,"GNB"
2013,726,41.2,99.7,64.3,"GNB"
2014,711,40.2,95.7,62.1,"GNB"
2015,694,39.2,92.1,60,"GNB"
2016,679,38.4,88.7,58.1,"GNB"
2017,667,37.5,85.5,56.3,"GNB"
2018,NA,36.7,82.5,54.6,"GNB"
2019,NA,35.9,79.6,53,"GNB"
2000,454,44.3,155.7,107.1,"GNQ"
2001,421,43.7,151.4,104.4,"GNQ"
2002,392,42.9,147.1,101.7,"GNQ"
2003,370,42.1,142.8,99,"GNQ"
2004,357,41.2,138.2,96.1,"GNQ"
2005,344,40.2,133.5,93.2,"GNQ"
2006,331,39.1,129,90.3,"GNQ"
2007,322,37.9,124.4,87.4,"GNQ"
2008,314,36.9,119.7,84.5,"GNQ"
2009,310,35.9,115.3,81.7,"GNQ"
2010,308,35.1,111.2,79.1,"GNQ"
2011,308,34.3,107.4,76.7,"GNQ"
2012,305,33.7,103.6,74.3,"GNQ"
2013,300,33,100.2,72.1,"GNQ"
2014,295,32.5,96.8,69.9,"GNQ"
2015,296,31.8,93.2,67.6,"GNQ"
2016,301,31.2,90,65.6,"GNQ"
2017,301,30.5,86.9,63.6,"GNQ"
2018,NA,29.9,83.9,61.7,"GNQ"
2019,NA,29.2,81.2,60,"GNQ"
2000,3,3.9,6.4,5.6,"GRC"
2001,3,3.6,6,5.2,"GRC"
2002,3,3.3,5.6,4.9,"GRC"
2003,3,3,5.2,4.6,"GRC"
2004,3,2.7,4.9,4.3,"GRC"
2005,3,2.5,4.6,4,"GRC"
2006,3,2.4,4.3,3.8,"GRC"
2007,3,2.2,4.1,3.6,"GRC"
2008,3,2.1,4,3.5,"GRC"
2009,3,2.1,3.9,3.4,"GRC"
2010,3,2.1,3.9,3.4,"GRC"
2011,3,2.2,4,3.5,"GRC"
2012,3,2.3,4,3.5,"GRC"
2013,3,2.4,4.1,3.6,"GRC"
2014,3,2.6,4.3,3.7,"GRC"
2015,3,2.6,4.4,3.8,"GRC"
2016,3,2.6,4.4,3.9,"GRC"
2017,3,2.6,4.3,3.8,"GRC"
2018,NA,2.5,4.2,3.7,"GRC"
2019,NA,2.5,4.2,3.7,"GRC"
2000,38,8,15.5,12.9,"GRD"
2001,36,8,15.2,12.8,"GRD"
2002,34,8,15,12.6,"GRD"
2003,34,8,14.8,12.5,"GRD"
2004,38,8,14.7,12.5,"GRD"
2005,33,8,14.6,12.4,"GRD"
2006,31,8,14.6,12.5,"GRD"
2007,31,8.1,14.6,12.5,"GRD"
2008,30,8.3,14.7,12.7,"GRD"
2009,30,8.6,14.9,12.8,"GRD"
2010,29,8.9,15.1,13,"GRD"
2011,28,9.3,15.3,13.3,"GRD"
2012,28,9.7,15.5,13.5,"GRD"
2013,27,10.1,15.8,13.8,"GRD"
2014,26,10.5,16,14,"GRD"
2015,25,10.7,16.2,14.3,"GRD"
2016,25,10.9,16.4,14.5,"GRD"
2017,25,11.1,16.6,14.6,"GRD"
2018,NA,11.1,16.6,14.7,"GRD"
2019,NA,11.1,16.5,14.7,"GRD"
2000,NA,NA,NA,NA,"GRL"
2001,NA,NA,NA,NA,"GRL"
2002,NA,NA,NA,NA,"GRL"
2003,NA,NA,NA,NA,"GRL"
2004,NA,NA,NA,NA,"GRL"
2005,NA,NA,NA,NA,"GRL"
2006,NA,NA,NA,NA,"GRL"
2007,NA,NA,NA,NA,"GRL"
2008,NA,NA,NA,NA,"GRL"
2009,NA,NA,NA,NA,"GRL"
2010,NA,NA,NA,NA,"GRL"
2011,NA,NA,NA,NA,"GRL"
2012,NA,NA,NA,NA,"GRL"
2013,NA,NA,NA,NA,"GRL"
2014,NA,NA,NA,NA,"GRL"
2015,NA,NA,NA,NA,"GRL"
2016,NA,NA,NA,NA,"GRL"
2017,NA,NA,NA,NA,"GRL"
2018,NA,NA,NA,NA,"GRL"
2019,NA,NA,NA,NA,"GRL"
2000,161,21.3,52.1,41,"GTM"
2001,147,20.7,50.1,39.5,"GTM"
2002,145,20.2,48.1,38.1,"GTM"
2003,137,19.7,46.2,36.8,"GTM"
2004,137,19.1,44.4,35.6,"GTM"
